"employee_id","type_id","phone_number"
"526","4","406-672-7149"
"527","4","209-688-8081"
"528","1","236-420-5060"
"529","4","228-428-8198"
"530","4","206-202-9141"
"531","1","212-214-3726"
"532","4","216-809-7132"
"533","4","215-805-1544"
"534","1","212-633-6303"
"535","1","503-389-0565"
"536","4","217-619-8455"
"537","4","216-828-6729"
"538","4","209-849-7344"
"539","1","208-380-9758"
"540","1","480-215-5340"
"541","4","218-294-8242"
"542","1","603-237-7394"
"543","4","303-379-8530"
"544","4","217-615-8725"
"545","1","605-977-3421"
"546","1","228-341-5960"
"547","1","239-548-9617"
"548","4","210-858-2131"
"549","4","314-524-2731"
"550","4","605-799-1676"
"551","1","405-856-2278"
"737","4","702-744-0822"
"738","1","218-625-5054"
"739","4","209-791-9702"
"740","1","262-382-2527"
"741","4","307-399-4739"
"742","1","229-707-6774"
"743","1","701-482-6581"
"744","1","215-473-0398"
"745","4","209-689-6035"
"746","4","423-215-8656"
"747","1","210-649-9061"
"748","4","314-271-4465"
"749","4","225-225-1780"
"750","4","316-240-3395"
"751","1","217-263-5463"
"752","1","262-928-8674"
"753","4","802-542-1544"
"754","4","239-499-6187"
"755","4","314-522-6607"
"756","4","218-824-9471"
"757","1","209-498-7396"
"758","1","479-632-4726"
"759","4","319-747-5812"
"760","4","405-562-5801"
"761","1","479-880-3910"
"762","4","231-307-9207"
"763","1","215-887-8900"
"764","4","239-370-9109"
"765","1","339-396-8153"
"766","1","231-412-2329"
"767","1","405-413-4192"
"768","1","210-702-3341"
"769","4","218-281-9696"
"770","4","702-766-9282"
"771","1","210-923-2506"
"772","1","209-537-4942"
"773","1","219-396-0612"
"774","1","603-208-7765"
"775","4","209-639-7163"
"776","4","225-578-2856"
"777","4","203-625-5467"
"778","4","319-705-7972"
"779","4","212-408-3984"
"780","4","270-353-8529"
"781","1","385-777-1334"
"782","1","229-847-2599"
"783","4","219-802-1290"
"784","4","319-817-5908"
"785","1","225-888-7782"
"786","4","216-251-6841"
"787","4","218-520-9898"
"788","1","210-547-1437"
"789","1","308-917-6882"
"790","1","423-458-8392"
"791","1","603-482-3133"
"792","4","803-747-4061"
"793","4","212-349-3205"
"794","4","316-734-7450"
"795","1","210-636-6812"
"796","1","202-246-5225"
"797","4","319-694-3821"
"798","4","803-669-6708"
"799","4","203-755-9256"
"800","1","339-897-8875"
"801","1","405-986-8299"
"802","4","803-680-1362"
"803","1","252-336-1286"
"804","4","319-978-1458"
"805","4","480-986-8710"
"806","4","201-508-9107"
"807","4","212-301-6222"
"808","4","225-494-1916"
"809","1","202-778-9625"
"810","1","252-618-0141"
"811","1","319-797-9883"
"812","1","480-272-1696"
"813","4","252-571-8114"
"814","4","479-903-7154"
"815","1","225-397-0593"
"816","4","219-967-4743"
"817","1","209-701-3748"
"818","1","217-677-5346"
"819","1","212-597-9167"
"820","4","252-456-7503"
"821","1","304-428-8595"
"822","4","239-982-2411"
"823","4","270-421-8929"
"824","1","252-643-8921"
"825","1","231-536-7227"
"826","4","219-584-8543"
"827","4","262-915-5700"
"828","1","479-758-0443"
"829","1","229-334-6715"
"830","1","209-474-6439"
"831","4","479-852-7797"
"832","1","215-352-6012"
"833","4","219-459-6627"
"834","4","405-368-1294"
"835","1","423-629-6043"
"836","1","239-805-2075"
"837","1","802-568-9036"
"838","4","216-907-0802"
"839","4","240-267-3757"
"840","1","240-721-7577"
"841","4","239-748-8510"
"842","1","218-756-5159"
"843","4","212-616-6759"
"844","1","802-927-3964"
"845","4","209-408-2122"
"846","4","339-708-7061"
"847","4","239-646-3372"
"848","1","205-278-5180"
"849","4","217-983-9439"
"850","1","209-877-1704"
"851","4","229-655-4413"
"852","1","209-751-7671"
"853","4","319-532-2534"
"854","4","217-706-6781"
"855","1","308-765-3203"
"856","1","225-251-0384"
"857","4","209-640-5976"
"858","1","210-559-2489"
"859","1","219-924-5564"
"860","1","339-306-4761"
"861","4","205-918-6835"
"862","4","239-628-1522"
"863","4","210-804-9814"
"864","1","229-769-4749"
"865","1","316-299-4683"
"866","4","239-630-9076"
"867","1","215-901-6776"
"868","1","239-319-6794"
"869","4","503-643-1589"
"870","1","215-404-2848"
"871","4","240-439-9768"
"872","4","212-860-9840"
"873","4","231-636-2123"
"874","1","216-218-3030"
"875","4","385-265-4612"
"876","4","209-719-5333"
"877","4","480-588-3356"
"878","1","212-961-2320"
"879","4","205-750-9627"
"880","1","236-451-7218"
"881","4","505-732-4858"
"882","4","252-851-5912"
"883","4","215-893-5634"
"884","4","210-533-1942"
"885","4","701-228-8699"
"886","1","252-428-1503"
"887","4","702-415-5953"
"888","1","217-371-8447"
"889","1","205-862-9451"
"890","1","405-757-9285"
"891","4","319-563-6405"
"892","4","206-691-8181"
"893","4","316-943-4183"
"894","1","406-431-1957"
"895","4","803-653-3759"
"896","4","236-550-4511"
"897","4","236-224-9699"
"898","4","225-747-5628"
"899","4","423-634-5447"
"900","1","307-356-6809"
"901","1","205-263-2025"
"902","1","210-252-0717"
"903","1","208-342-4981"
"904","1","216-287-7041"
"905","1","216-504-9401"
"906","1","316-237-7507"
"907","4","212-534-4899"
"908","1","236-558-0870"
"909","4","405-218-0620"
"910","1","479-729-7913"
"911","1","217-293-0240"
"912","1","316-808-6458"
"913","4","208-500-6967"
"914","1","218-979-6351"
"915","1","401-228-8541"
"916","1","218-203-4472"
"917","1","319-370-2234"
"918","1","207-565-9732"
"919","1","304-771-9845"
"1098","1","209-379-0949"
"1099","4","252-669-8045"
"1100","1","240-897-0088"
"1101","4","314-443-1651"
"1102","1","385-289-5877"
"1103","4","228-307-9625"
"1104","4","210-863-1136"
"1105","4","215-751-0177"
"1106","4","207-452-0711"
"1107","1","505-215-6043"
"1108","1","304-366-6483"
"1109","1","701-942-9496"
"1110","1","252-543-2364"
"1111","4","217-225-7337"
"1112","4","262-397-9295"
"1113","4","215-261-5899"
"1114","1","308-367-0251"
"1115","4","210-896-6046"
"1116","1","209-269-5235"
"1117","4","212-379-8174"
"1118","4","316-348-6285"
"1119","4","480-272-9286"
"1120","1","215-324-9492"
"1121","4","319-976-8362"
"1122","1","210-548-4796"
"1123","4","314-883-2155"
"1124","1","205-316-5297"
"1125","4","210-379-0103"
"1126","4","216-329-5512"
"1127","4","206-495-8051"
"1128","1","405-659-8865"
"1129","4","405-256-3251"
"1130","4","314-899-2685"
"1131","1","270-433-9358"
"1132","1","605-510-3206"
"1133","4","218-492-1438"
"1134","4","219-776-0571"
"1135","4","316-546-0959"
"1136","4","228-250-3826"
"1137","1","262-802-0798"
"1138","4","206-306-5927"
"1139","1","210-212-0236"
"1140","4","503-587-8734"
"1141","4","239-823-9962"
"1142","4","217-357-8013"
"1143","1","209-429-7071"
"1144","4","239-251-8438"
"1145","1","308-718-0066"
"1146","4","207-724-8586"
"1147","4","605-823-3850"
"1148","1","405-400-5945"
"1149","4","210-474-4739"
"1150","1","215-825-1905"
"1151","4","231-545-5453"
"1152","1","210-615-6763"
"1153","1","339-505-0117"
"1154","4","212-305-4725"
"1155","1","701-370-9263"
"1156","4","252-502-8900"
"1157","4","208-549-4831"
"1158","1","229-733-6306"
"1159","4","215-699-5164"
"1160","4","215-794-2865"
"1161","4","236-769-0015"
"1162","1","216-303-8405"
"1163","4","701-956-5539"
"1164","1","210-747-1663"
"1165","1","240-952-9300"
"1166","4","270-234-5280"
"1167","4","316-393-5269"
"1168","1","217-842-0804"
"1169","4","215-388-3716"
"1170","4","308-736-3754"
"1171","1","262-817-5535"
"1172","4","231-882-6210"
"1173","1","216-872-7349"
"1174","4","206-828-8857"
"1175","4","236-448-5374"
"1176","1","210-346-5180"
"1177","1","239-455-1606"
"1178","1","480-646-6938"
"1179","1","210-669-8823"
"1180","4","208-828-9177"
"1181","4","262-676-5587"
"1182","4","314-431-5222"
"1183","1","212-329-1237"
"1184","1","603-684-1679"
"1185","4","401-594-0894"
"1186","4","480-453-3435"
"1187","1","803-801-0464"
"1188","1","209-794-8660"
"1189","4","209-695-1630"
"1190","4","252-402-3805"
"1191","4","406-585-6857"
"1192","1","262-462-8599"
"1193","4","210-593-4394"
"1194","1","208-397-1058"
"1195","4","316-605-3268"
"1196","1","209-220-2473"
"1197","4","229-922-8289"
"1198","1","209-481-2420"
"1199","4","239-408-5049"
"1200","4","218-821-3755"
"1036","4","385-697-9761"
"755","4","206-579-9080"
"2","1","423-283-5871"
"3","1","205-200-6563"
"4","1","479-568-5620"
"5","1","216-582-0466"
"6","4","231-981-5020"
"7","1","212-550-9226"
"8","1","218-249-1088"
"9","1","210-461-1191"
"10","4","209-670-9745"
"11","1","304-464-6109"
"12","4","236-360-0823"
"13","4","503-656-0140"
"14","1","206-408-3056"
"15","1","480-729-0845"
"16","4","319-820-9084"
"17","4","217-219-2194"
"18","1","215-576-0459"
"19","1","239-457-9564"
"20","1","479-873-2631"
"21","1","210-223-4738"
"22","1","304-780-9961"
"23","4","236-588-0902"
"24","1","236-787-0718"
"25","4","217-770-7652"
"26","1","803-853-2072"
"27","4","423-582-5990"
"28","4","217-758-5104"
"29","1","217-784-3323"
"30","4","262-251-9798"
"31","4","209-330-8462"
"32","4","209-803-0049"
"33","4","262-717-6629"
"34","4","701-856-8649"
"35","4","240-742-4450"
"36","1","215-869-2307"
"37","4","239-244-4957"
"38","1","240-774-6631"
"39","1","210-958-2588"
"40","4","385-522-1139"
"41","1","236-865-8187"
"42","4","228-736-4253"
"43","1","262-540-4007"
"44","1","217-659-8301"
